,genre,enfant,transit_time,classe,WCHR,group_members,poids
1,1,0,0,1,0,"[1, 2]",80
2,0,0,0,1,0,"[1, 2]",70
3,1,0,0,1,0,"[3, 4]",80
4,0,0,0,1,0,"[3, 4]",70
5,0,0,0,1,0,[5],70
6,0,0,0,1,0,"[6, 7]",70
7,1,1,0,1,0,"[6, 7]",35
8,1,0,0,1,0,[8],80
9,0,0,0,0,0,"[9, 10]",70
10,0,0,0,0,0,"[9, 10]",70
11,0,0,0,0,0,[11],70
12,1,0,0,0,0,"[12, 13, 14, 15, 16]",80
13,0,0,0,0,0,"[12, 13, 14, 15, 16]",70
14,1,1,0,0,0,"[12, 13, 14, 15, 16]",35
15,1,1,0,0,0,"[12, 13, 14, 15, 16]",35
16,1,1,0,0,0,"[12, 13, 14, 15, 16]",35
17,1,0,0,0,0,"[17, 18, 19, 20]",80
18,0,0,0,0,0,"[17, 18, 19, 20]",70
19,0,0,0,0,0,"[17, 18, 19, 20]",70
20,1,1,0,0,0,"[17, 18, 19, 20]",35
21,1,0,0,0,0,[21],80
22,1,0,0,0,0,[22],80
23,0,0,0,0,0,"[23, 24, 25, 26]",70
24,0,0,0,0,0,"[23, 24, 25, 26]",70
25,0,0,0,0,0,"[23, 24, 25, 26]",70
26,0,0,0,0,0,"[23, 24, 25, 26]",70
27,0,0,0,0,0,"[27, 28, 29]",70
28,0,0,0,0,0,"[27, 28, 29]",70
29,1,1,0,0,0,"[27, 28, 29]",35
30,1,0,0,0,0,"[30, 31]",80
31,1,0,0,0,0,"[30, 31]",80
32,0,0,1,0,0,[32],70
33,0,0,0,0,0,[33],70
34,1,0,0,0,0,[34],80
35,1,0,0,0,0,[35],80
36,0,0,0,0,0,[36],70
37,0,0,0,0,0,[37],70
38,0,0,0,0,0,[38],70
39,1,0,0,0,0,"[39, 40, 41]",80
40,0,0,0,0,0,"[39, 40, 41]",70
41,1,1,0,0,0,"[39, 40, 41]",35
42,0,0,0,0,0,"[42, 43]",70
43,0,0,0,0,0,"[42, 43]",70
44,0,0,0,0,0,[44],70
45,1,0,0,0,0,"[45, 46]",80
46,0,0,0,0,0,"[45, 46]",70
47,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
48,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
49,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
50,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
51,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
52,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
53,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
54,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
55,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
56,0,0,0,0,0,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",70
