,genre,enfant,transit_time,classe,WCHR,group_members,poids
1,1,0,0,0,0,"[1, 2, 3, 4]",80
2,0,0,0,0,0,"[1, 2, 3, 4]",70
3,0,0,0,0,0,"[1, 2, 3, 4]",70
4,1,1,0,0,0,"[1, 2, 3, 4]",35
5,0,0,0,0,0,[5],70
6,1,0,1,0,0,"[6, 7]",80
7,1,0,1,0,1,"[6, 7]",95
8,0,0,0,0,0,"[8, 9, 10, 11, 12]",70
9,0,0,0,0,0,"[8, 9, 10, 11, 12]",70
10,0,0,0,0,0,"[8, 9, 10, 11, 12]",70
11,0,0,0,0,0,"[8, 9, 10, 11, 12]",70
12,0,0,0,0,0,"[8, 9, 10, 11, 12]",70
13,0,0,0,0,0,[13],70
14,1,0,0,0,0,"[14, 15]",80
15,0,0,0,0,0,"[14, 15]",70
16,1,0,0,0,0,[16],80
17,1,0,0,0,0,"[17, 18, 19, 20, 21]",80
18,1,0,0,0,0,"[17, 18, 19, 20, 21]",80
19,1,0,0,0,0,"[17, 18, 19, 20, 21]",80
20,1,0,0,0,0,"[17, 18, 19, 20, 21]",80
21,1,0,0,0,0,"[17, 18, 19, 20, 21]",80
22,0,0,0,0,0,"[22, 23, 24]",70
23,0,0,0,0,0,"[22, 23, 24]",70
24,0,0,0,0,0,"[22, 23, 24]",70
25,0,0,0,0,0,"[25, 26]",70
26,1,0,0,0,1,"[25, 26]",95
27,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
28,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
29,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
30,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
31,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
32,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
33,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
34,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
35,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
36,1,0,1,0,0,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",80
